	prefix	input_text	target_text
8447	8447	hương gió lối dáng chiều	1644
8448	8448	bóng hồn xuân	583
8449	8449	mùa nắng	377
8450	8450	thềm hoa mưa	58
8451	8451	biển sóng	1769
8452	8452	hương dòng	557
8453	8453	tóc áo chiều	1841
8454	8454	sông bóng quê_hương dòng	356
8455	8455	gió sương	2011
8456	8456	lúa sông ruộng mùa mưa vàng	1407
8457	8457	gió biển tiếng quê_hương	2463
8458	8458	thuyền sóng	120
8459	8459	sân trăng	2523
8460	8460	bóng trăng chiều	602
8461	8461	sông bờ tre	777
8462	8462	cau sân trầu	1558
8463	8463	núi hoa xuân	237
8464	8464	hoa mùa mắt	1277
8465	8465	núi hoa	609
8466	8466	rừng núi mây đường	1973
8467	8467	hoa biển	182
8468	8468	mái quê tre tiếng trưa	1167
8469	8469	hoàng_hôn sông	1837
8470	8470	đời cau	164
8471	8471	gió thuyền sông trầu tiếng dòng mắt	2103
8472	8472	mái trăng vầng quê_hương	679
8473	8473	trăng biển đêm	526
8474	8474	gió đêm	2144
8475	8475	hồng xuân phượng sông đời bến đò	382
8476	8476	gió xuân	433
8477	8477	đời hoàng_hôn	271
8478	8478	lối cát	1887
8479	8479	xuân đường quê đò đông	864
8480	8480	vạt áo mây	2225
8481	8481	phượng dáng tiếng chiều lá mắt	1122
8482	8482	dáng chân mưa chiều	2299
8483	8483	hoa cánh mây diều sóng	604
8484	8484	màu quê vàng	1419
8485	8485	xuân chân bóng trầu	1635
8486	8486	vàng lá mùa	659
8487	8487	hoa thuyền bờ sông bến lá	89
8488	8488	lúa làng sóng nắng	1378
8489	8489	thuyền sông chân bến thơ	2078
8490	8490	mùa chiều vai vàng nắng	2082
8491	8491	quê làng mưa nắng	184
8492	8492	đường dòng bến	1149
8493	8493	chân quê	2291
8494	8494	cau sân quê mùa mưa vàng trưa	991
8495	8495	lưng mây	1486
8496	8496	mùa mưa	833
8497	8497	quê chiều	1196
8498	8498	lúa hương mây quê	2183
8499	8499	hương hoa gió thơ lá tiếng vàng vương nắng	1341
8500	8500	núi mây trăng mưa vầng	888
8501	8501	hoa bờ	2045
8502	8502	hương xuân mùa môi mắt	1234
8503	8503	hương hoa tóc lối mùa	1118
8504	8504	đất_trời đường	1814
8505	8505	trăng đêm quê làng	316
8506	8506	đời môi	361
8507	8507	hương hoa quê	1702
8508	8508	vàng hồn	350
8509	8509	lưng sương đường vai	2140
8510	8510	chiều sông làng mưa tre lá	116
8511	8511	lưng mây sóng	1429
8512	8512	cõi chùa lá hồn	299
8513	8513	sương sân mây chiều	2223
8514	8514	hoa lối	2493
8515	8515	mưa chiều vương dòng	2205
8516	8516	lưng đêm mắt	707
8517	8517	sông trăng đêm vàng dòng	848
8518	8518	trăng đêm	1160
8519	8519	hoàng_hôn thơ	285
8520	8520	sắc phượng hè áo trưa	713
8521	8521	xuân dáng bờ vai	2417
8522	8522	quê_hương trăng	2326
8523	8523	xuân mùa tiếng nắng	2546
8524	8524	hoa núi sông môi	1470
8525	8525	gió mùa đông	1068
8526	8526	trăng thơ sóng	1479
8527	8527	sân bóng tre quê_hương	887
8528	8528	quê bóng diều vương	1319
8529	8529	hoa cánh màu chiều mắt	1929
8530	8530	cánh gió thơ chiều	2439
8531	8531	thềm sắc mây lá	2373
8532	8532	đường bóng chiều tiếng	125
8533	8533	áo mùa	1859
8534	8534	đời mùa	1423
8535	8535	sương trăng	1081
8536	8536	mây bờ trăng duyên môi	5
8537	8537	mây sông bóng mùa dòng	1494
8538	8538	hoa mùa đông	1265
8539	8539	hoa xuân màu phượng mùa	126
8540	8540	lúa hương lưng lối áo	119
8541	8541	đê cát lối sông	999
8542	8542	sân chùa bóng tiếng	796
8543	8543	gió quê mưa trưa	1232
8544	8544	đêm tiếng vàng	464
8545	8545	cát lối	1887
8546	8546	mùa lưng	1937
8547	8547	chiều núi đường hoàng_hôn nắng phố	2310
8548	8548	hương mùa	93
8549	8549	hạt đời chân ruộng	636
8550	8550	sông duyên	998
8551	8551	chân trăng	1370
8552	8552	môi nắng	2411
8553	8553	hồng cánh chiều	701
8554	8554	gió quê mùa đông	586
8555	8555	hoa xuân sông bóng chiều	1742
8556	8556	tre tiếng	1622
8557	8557	bến sông	981
8558	8558	hạt xuân sương chim tiếng	511
8559	8559	màu áo	1042
8560	8560	núi đường hoàng_hôn chiều phố nắng	2310
8561	8561	tiếng quê làng	241
8562	8562	gió vầng lá	172
8563	8563	xuân mùa	516
8564	8564	mái sương đời đêm mùa	376
8565	8565	lưng biển sóng	1582
8566	8566	quê_hương đời	2203
8567	8567	gió trăng	1751
8568	8568	sông duyên	2170
8569	8569	mây đường	2060
8570	8570	môi nắng	2411
8571	8571	lúa gió sông diều sóng dòng	1392
8572	8572	sương mắt	1817
8573	8573	xuân sông trăng bóng chiều	1742
8574	8574	sân gió	732
8575	8575	chân quê làng tre	2349
8576	8576	hương hoa mùa hồn	1918
8577	8577	biển thơ	372
8578	8578	hồng hương gió đất_trời miền	1290
8579	8579	tóc bờ chùa mùa	638
8580	8580	cỏ hồn	429
8581	8581	đêm đường	1472
8582	8582	hoa sông vàng	1781
8583	8583	mùa làng mắt	1248
8584	8584	đời quê	1045
8585	8585	hương hoa tóc sương chiều vương vàng nắng	1195
8586	8586	rừng làng nắng lá	2492
8587	8587	hoa cỏ	459
8588	8588	lối trăng chiều tiếng	284
8589	8589	gió mây trăng vầng nắng	1618
8590	8590	hoa xuân mùa	2016
8591	8591	gió sông quê sóng dòng	605
8592	8592	hương nắng	1345
8593	8593	vầng trăng đêm	1280
8594	8594	lối sông chân đường sóng dòng	916
8595	8595	lúa trăng	655
8596	8596	lúa mắt	2066
8597	8597	hoa xuân núi	237
8598	8598	sóng hồn	2157
8599	8599	quê sông nắng chiều	1522
8600	8600	áo mây	2023
8601	8601	rừng gió bóng lá	1483
8602	8602	cánh gió phượng mùa mưa	88
8603	8603	đời đường bóng tiếng	125
8604	8604	đê đời duyên quê làng hồn	196
8605	8605	sông bến đò đường	2395
8606	8606	hồng sông đò đường dòng	2112
8607	8607	cánh đời diều	1103
8608	8608	cánh chiều mây chim	384
8609	8609	sương trăng	1655
8610	8610	gió mây thơ chiều hồn	2470
8611	8611	hoa vườn làng đất_trời vương	1640
8612	8612	cánh quê diều	1241
8613	8613	hương đê mái làng phố	2058
8614	8614	gió cõi chiều hồn	2496
8615	8615	sông quê bóng vương	1319
8616	8616	hồng sông đường dòng	2112
8617	8617	rừng núi đò	665
8618	8618	bóng mùa chiều vai	2122
8619	8619	vàng lá gió	1006
8620	8620	hoa chùa chiều tiếng	2278
8621	8621	đêm quê chiều hồn	1880
8622	8622	quê chiều sóng	1594
8623	8623	cánh thuyền bến cò quê chiều sóng	1888
8624	8624	núi sông duyên	1771
8625	8625	xuân đò quê đông	864
8626	8626	sắc sông thơ quê dòng hồn	375
8627	8627	bóng chiều lá	1828
8628	8628	hoa thuyền sông bờ lá	89
8629	8629	hương sân chùa làng chiều	1477
8630	8630	cánh trăng đêm diều	1094
8631	8631	xuân núi mùa	853
8632	8632	áo hoàng_hôn cỏ	1299
8633	8633	sông biển	84
8634	8634	sông sóng	2521
8635	8635	hồng hoa đất_trời miền	1204
8636	8636	chim lá	1327
8637	8637	hè sắc làng	1021
8638	8638	trăng quê	396
8639	8639	hồng gió	35
8640	8640	sương cỏ	2260
8641	8641	trăng đêm	68
8642	8642	lưng xuân bóng mắt	1199
8643	8643	tiếng lối rừng chim	828
8644	8644	phượng sắc	744
8645	8645	mây thuyền	2362
8646	8646	phượng hồn	318
8647	8647	gió cỏ hồn	985
8648	8648	hương lối chân quê đông chiều dòng	1755
8649	8649	vàng lá hồn	350
8650	8650	gió đời chiều mắt	1459
8651	8651	bờ gió	250
8652	8652	xuân lối cỏ lá	1097
8653	8653	cát sông dòng	225
8654	8654	cánh trăng đêm diều	2190
8655	8655	hoa cỏ	459
8656	8656	xuân vườn lá phố	1111
8657	8657	sông duyên	998
8658	8658	hoa dáng sông bến	311
8659	8659	gió đêm	213
8660	8660	hương sắc sông trăng	2578
8661	8661	rừng núi	2478
8662	8662	hè bóng tre trưa	1175
8663	8663	bóng dòng	678
8664	8664	hương chim quê nắng	2176
8665	8665	hồng cánh chiều	644
8666	8666	bóng sông	1605
8667	8667	lưng đêm	707
8668	8668	đường bóng quê chiều nắng	618
8669	8669	đường bóng lá	1828
8670	8670	hồng thuyền đời	1109
8671	8671	hè tiếng	660
8672	8672	dáng trăng bóng vai	2285
8673	8673	gió mây	270
8674	8674	thềm hương mây lá nắng	306
8675	8675	cánh mưa	914
8676	8676	gió sương cò	2158
8677	8677	mùa mưa phố trưa nắng	2398
8678	8678	cánh xuân đời	2527
8679	8679	lối trăng đêm đường	2006
8680	8680	rừng gió mùa chiều tiếng lá	1038
8681	8681	gió tóc chiều sông dáng đường sóng	630
8682	8682	vạt hè vườn đông chiều vai nắng	956
8683	8683	mây đời trăng vầng vai sóng	628
8684	8684	hương gió mây bờ sóng	646
8685	8685	tiếng miền	610
8686	8686	cánh áo sông cò	2480
8687	8687	gió tóc lá nắng	2073
8688	8688	hoa đời	2583
8689	8689	gió núi biển	1550
8690	8690	hồng mây sông mưa nắng	1305
8691	8691	hoa màu sương mưa dòng nắng	2526
8692	8692	gió mây sông sóng	1543
8693	8693	trăng thơ	1508
8694	8694	gió mây sông bóng mùa dòng	1494
8695	8695	xuân đường quê vàng	1671
8696	8696	hè biển nắng	676
8697	8697	hè đêm quê hồn	417
8698	8698	sắc dáng	1641
8699	8699	hạt cánh làng mưa	1710
8700	8700	biển quê_hương	1488
8701	8701	hoa bờ	2045
8702	8702	vạt áo	2225
8703	8703	cánh xuân	2125
8704	8704	sương đêm chiều nắng	1908
8705	8705	hoa gió chiều sương sông	802
8706	8706	mây gió	198
8707	8707	lá gió	2208
8708	8708	vườn mùa tiếng lá	2014
8709	8709	nắng xuân mắt	494
8710	8710	quê mưa tiếng	964
8711	8711	sương hoa	1620
8712	8712	cánh vườn bến trăng quê diều	132
8713	8713	mùa đông mưa	1946
8714	8714	phượng hoa sắc	812
8715	8715	hoa cánh đời	1516
8716	8716	gió trăng đêm	2357
8717	8717	hoa sắc gió thuyền sóng vàng	616
8718	8718	núi mây chân	1032
8719	8719	vạt rừng hoa hè quê chiều miền	1875
8720	8720	hương hoa tóc lối	1118
8721	8721	gió trưa	1630
8722	8722	sắc xuân chim	868
8723	8723	đời bóng mưa	104
8724	8724	lúa trăng	2092
8725	8725	hoa cánh cau lưng cò tiếng	1753
8726	8726	hương xuân sân nắng	1662
8727	8727	hồng hoa đêm mùa	2517
8728	8728	chiều tiếng	1714
8729	8729	vườn tiếng vàng lá	2014
8730	8730	hương màu	1344
8731	8731	gió mây núi	894
8732	8732	áo đêm	1357
8733	8733	cát chiều biển sóng	2238
8734	8734	hương xuân đời đường	475
8735	8735	cau sân quê mùa mưa vàng	991
8736	8736	tóc sân	317
8737	8737	trăng thơ tiếng nắng	2228
8738	8738	thuyền bến môi	1113
8739	8739	sắc gió thuyền sóng vàng lá	616
8740	8740	gió bến làng sóng	626
8741	8741	hoa gió mây nắng	2210
8742	8742	hương hè sương bóng vàng	2048
8743	8743	hoa gió lá cỏ dòng	1443
8744	8744	thềm sương đêm vàng lá	539
8745	8745	hoa vàng	1490
8746	8746	mây phố sông	2252
8747	8747	mây nắng	1153
8748	8748	hè nắng	661
8749	8749	lá mưa	1061
8750	8750	quê mưa	2224
8751	8751	làng rừng	944
8752	8752	rừng bến biển sóng	677
8753	8753	xuân chùa đông chiều dòng nắng	1750
8754	8754	sông trăng đêm bến	1760
8755	8755	quê_hương cõi	1728
8756	8756	gió xuân mùa	841
8757	8757	hồng hương lúa nắng	442
8758	8758	vương nắng	2350
8759	8759	xuân sương bóng mắt	2087
8760	8760	mây thơ chiều	2090
8761	8761	sông đời	740
8762	8762	cánh gió bờ sông diều chiều tiếng	1154
8763	8763	gió mây sông	1543
8764	8764	xuân chùa chiều lá dòng nắng	1750
8765	8765	đời lá	1367
8766	8766	sông đò bóng dòng	405
8767	8767	bờ hoa	1084
8768	8768	cát màu mây biển	118
8769	8769	đời biển hoàng_hôn	1337
8770	8770	rừng cõi	908
8771	8771	sông đời	740
8772	8772	hương hoa sắc xuân hè mùa lá nắng	786
8773	8773	tóc lối cỏ nắng	2059
8774	8774	hương sắc biển sóng	230
8775	8775	hoa cánh mưa	914
8776	8776	lối biển chiều nắng	1504
8777	8777	sông đường đò dòng	2112
8778	8778	sông lối	2170
8779	8779	sông đêm đường quê mưa	808
8780	8780	tiếng lối chim	828
8781	8781	thuyền sương bến đường	1051
8782	8782	gió biển sóng tiếng	406
8783	8783	thềm cánh vườn trăng đêm vầng	577
8784	8784	bờ tre	1422
8785	8785	cõi sông bờ quê	1970
8786	8786	tóc bờ chùa mùa tre	638
8787	8787	hồng lá	1296
8788	8788	đê áo bờ mưa cỏ	1437
8789	8789	bờ sông bến trăng thơ vầng	402
8790	8790	hoa mùa	1883
8791	8791	gió cánh trưa hồn	1628
8792	8792	lưng vườn bóng chiều mắt	1201
8793	8793	vườn bờ thơ	1386
8794	8794	sắc gió xuân sương cỏ	2179
8795	8795	hương gió lá mắt	2504
8796	8796	dáng dòng chiều	215
8797	8797	quê mưa tiếng quê_hương	964
8798	8798	bờ chân sông bến quê	408
8799	8799	dòng nắng	945
8800	8800	hoa núi sông môi	1470
8801	8801	hè sắc chim	1021
8802	8802	sương đời đất_trời dòng	544
8803	8803	chiều vàng lá nắng	1401
8804	8804	hoàng_hôn chùa làng chiều lá nắng	717
8805	8805	trăng quê vàng	2499
8806	8806	vạt lúa mùa	1560
8807	8807	hoa xuân vườn trăng vầng	1940
8808	8808	màu mưa tiếng	2316
8809	8809	xuân thơ lá	1239
8810	8810	hạt quê mưa nắng	715
8811	8811	lúa làng sóng vàng	1378
8812	8812	đê thuyền quê nắng	141
8813	8813	cánh gió biển tiếng quê_hương	2463
8814	8814	sắc xuân	2143
8815	8815	quê tiếng hồn	1922
8816	8816	mây chiều	2074
8817	8817	hương gió đời quê chiều	1563
8818	8818	lối biển nắng	1504
8819	8819	quê_hương thuyền	974
8820	8820	biển thơ sóng	372
8821	8821	trăng thơ vầng	843
8822	8822	cát sông phố dòng nắng	371
8823	8823	xuân chùa đông chiều lá dòng nắng	1750
8824	8824	hồn gió chiều	811
8825	8825	hồng màu	1371
8826	8826	mái ruộng miền	1287
8827	8827	đêm tiếng vàng	464
8828	8828	hồng đời đêm thơ quê diều chiều tiếng	2214
8829	8829	dòng nắng	355
8830	8830	bóng làng mưa nắng	1496
8831	8831	sương chiều	2469
8832	8832	lối hoa	422
8833	8833	đường rừng	2402
8834	8834	đường quê bóng chiều	618
8835	8835	rừng núi	908
8836	8836	gió bến sóng	277
8837	8837	sông bến mùa vàng nắng	910
8838	8838	hạt sương	148
8839	8839	hương sắc	2232
8840	8840	vương nắng	2350
8841	8841	mùa đời	1312
8842	8842	thuyền xuân vườn biển sóng	1794
8843	8843	đê quê bóng làng chiều nắng	1186
8844	8844	lưng chân chùa vầng	1993
8845	8845	núi bờ	609
8846	8846	cát chân đêm biển sóng	2484
8847	8847	trăng quê miền	396
8848	8848	gió cõi xuân mây mắt	1933
8849	8849	xuân áo bóng mùa vàng phố mắt	2077
8850	8850	đò sông	73
8851	8851	trăng thơ vàng	1059
8852	8852	cau trầu	164
8853	8853	lá hồn	2416
8854	8854	rừng núi sông	665
8855	8855	hoa lưng áo sương chiều vương	2333
8856	8856	chiều vàng nắng	1768
8857	8857	hương lối chân quê chiều dòng	1755
8858	8858	làng mưa	1209
8859	8859	gió sương đường	876
8860	8860	bờ cò dòng	130
8861	8861	đời sông	2389
8862	8862	núi đêm mây	2471
8863	8863	hương vàng mắt	711
8864	8864	lưng chân đường trưa nắng	1597
8865	8865	sông đời bến	1805
8866	8866	xuân mùa	516
8867	8867	áo dáng vai	2564
8868	8868	hương hoa cau vườn bến duyên trầu	1733
8869	8869	hạt màu	2212
8870	8870	hoa gió sương sông chiều nắng	802
8871	8871	cát màu biển	954
8872	8872	mái trăng đông lá	2175
8873	8873	cát trăng	1544
8874	8874	hoa cánh đời	1516
8875	8875	hoa chân cỏ	2246
8876	8876	biển thơ quê	2064
8877	8877	hoàng_hôn mắt	1917
8878	8878	lưng mưa lá trưa nắng	3
8879	8879	hè chùa quê mùa làng phố	223
8880	8880	cát biển	253
8881	8881	màu đời sân	2136
8882	8882	quê dáng quê_hương chiều	778
8883	8883	vàng mùa nắng	2512
8884	8884	hoa xuân đời	462
8885	8885	đời mưa tiếng mắt	957
8886	8886	đê mái màu	1923
8887	8887	hoa chiều	473
8888	8888	lúa làng sóng vàng nắng	1378
8889	8889	cau màu lối	1629
8890	8890	thềm mưa	1012
8891	8891	quê sông	773
8892	8892	làng chiều nắng	509
8893	8893	mây bờ sông	1009
8894	8894	cánh nắng	737
8895	8895	bờ sông chiều phố	975
8896	8896	xuân thuyền vườn biển sóng	1794
8897	8897	đời dòng nắng	355
8898	8898	gió mưa	1366
8899	8899	mây miền	1685
8900	8900	phượng sân tiếng lá	729
8901	8901	vườn bóng chiều mắt	1201
8902	8902	đất_trời trăng thơ quê	1230
8903	8903	quê duyên	1124
8904	8904	cát sông phố nắng	371
8905	8905	sông trăng bến thơ vầng	402
8906	8906	trăng nắng sóng mắt	1578
8907	8907	áo dáng	2564
8908	8908	gió mùa	841
8909	8909	gió mùa	1068
8910	8910	sông sóng dòng nắng	170
8911	8911	gió đêm	2144
8912	8912	mái bờ	1016
8913	8913	hương quê vàng	380
8914	8914	hương tóc bóng nắng hồn	432
8915	8915	hoa xuân mùa	2016
8916	8916	bến duyên bóng đông chiều	1284
8917	8917	lưng mây sóng	1429
8918	8918	sông quê diều bóng tiếng	657
8919	8919	đê núi chân bóng quê trưa nắng	597
8920	8920	vạt áo sông	1592
8921	8921	hồn biển sóng	1982
8922	8922	hoa trăng vàng	1128
8923	8923	hoa đất_trời cỏ miền	1204
8924	8924	lúa lối đường quê làng	746
8925	8925	cát màu biển	118
8926	8926	lá sương chiều	943
8927	8927	hương chiều	1692
8928	8928	hồng hạt xuân sương tiếng chim	511
8929	8929	mây tiếng	1614
8930	8930	rừng cánh lưng	1493
8931	8931	gió cát sông biển mưa hồn	1244
8932	8932	mùa chiều mắt	1056
8933	8933	xuân màu mùa	779
8934	8934	lối cỏ lá	1097
8935	8935	rừng cánh gió lưng	1493
8936	8936	cánh dáng hoàng_hôn chiều	1178
8937	8937	gió đường quê nắng	702
8938	8938	xuân đường đò quê	512
8939	8939	quê miền	2199
8940	8940	hoa xuân đời lá	462
8941	8941	gió bóng	1432
8942	8942	xuân vàng	453
8943	8943	hồng cánh chiều mắt	701
8944	8944	gió tóc chiều dáng đường quê sóng	630
8945	8945	vạt mùa miền	2336
8946	8946	hồng hoa bóng nắng	2506
8947	8947	gió thơ	532
8948	8948	đê cánh lối chân bến mưa mắt	852
8949	8949	bờ làng dòng	188
8950	8950	trăng môi sóng	1334
8951	8951	chiều dòng hồn	1589
8952	8952	chân đêm	1941
8953	8953	mây trăng đường	947
8954	8954	thềm hương hồng hoa mây mùa nắng	1634
8955	8955	cau tóc vườn sương mây quê_hương	1556
8956	8956	lá gió	1844
8957	8957	tóc bờ chùa mùa tre	638
8958	8958	vườn chân xuân	2554
8959	8959	đê bờ chân chùa tiếng	1914
8960	8960	cánh thuyền sông bến bóng	2383
8961	8961	vai nắng	792
8962	8962	xuân đường quê đông	512
8963	8963	hương đê quê	71
8964	8964	hương gió hoàng_hôn môi	1405
8965	8965	gió chiều sương sông nắng	802
8966	8966	đất_trời nắng chiều	106
8967	8967	cánh sông cò mùa mưa vàng	1317
8968	8968	cánh màu diều chiều nắng miền	21
8969	8969	thềm vườn đêm trăng vầng	577
8970	8970	hương đời quê chiều	1563
8971	8971	gió trăng	1751
8972	8972	núi chân	1032
8973	8973	cánh gió bờ sông bóng chiều tiếng	1154
8974	8974	gió xuân mùa	2180
8975	8975	đê thuyền sông quê nắng	141
8976	8976	màu mây biển	118
8977	8977	trăng sóng	315
8978	8978	môi cau trầu	2163
8979	8979	sông quê diều bóng tiếng	657
8980	8980	sông nắng sóng	759
8981	8981	thuyền sông nắng	759
8982	8982	thuyền bờ miền	1203
8983	8983	hoa xuân làng	1606
8984	8984	đêm thơ tiếng hồn	2160
8985	8985	bóng cỏ hoa	904
8986	8986	hoa xuân chân	832
8987	8987	thơ môi chiều nắng	519
8988	8988	thềm bóng mùa quê_hương	955
8989	8989	bờ đò sóng quê_hương	168
8990	8990	sông trăng đường vầng	2135
8991	8991	đời chùa	2327
8992	8992	đất_trời trăng đêm	2169
8993	8993	hoàng_hôn chân chiều	28
8994	8994	cánh sông trăng hoàng_hôn vầng	1584
8995	8995	chiều đêm duyên biển sóng	87
8996	8996	rừng mây núi nắng	1963
8997	8997	chân ruộng quê	683
8998	8998	hương sắc biển đường sóng	230
8999	8999	sông mùa dòng	879
9000	9000	hương mùa	93
9001	9001	cát biển chiều	139
9002	9002	vạt sông nắng chiều	1522
9003	9003	cánh sông chim quê_hương dòng	2543
9004	9004	cánh mây lá	2487
9005	9005	sông chiều	2013
9006	9006	làng cỏ	310
9007	9007	dòng thơ	1240
9008	9008	đất_trời vườn	1416
9009	9009	chiều đêm duyên biển	87
9010	9010	hoa gió mây nắng	2210
9011	9011	đường mùa chiều vàng vai nắng	2082
9012	9012	trăng tiếng vàng	987
9013	9013	lưng cánh xuân đời	2527
9014	9014	sân chùa mùa	185
9015	9015	lá gió	662
9016	9016	hạt cát biển chiều vương	1029
9017	9017	gió tiếng biển sóng	406
9018	9018	hoa gió màu tóc đất_trời	580
9019	9019	sông dòng	1240
9020	9020	hồng quê	2042
9021	9021	đêm tiếng vàng	464
9022	9022	thềm hoàng_hôn môi	1642
9023	9023	thềm chân	2081
9024	9024	gió trăng	2357
9025	9025	bóng bờ làng tre	562
9026	9026	hoa gió	2360
9027	9027	đường nắng	483
9028	9028	chiều sương lá	943
9029	9029	lưng mây	1486
9030	9030	lúa hương gió cánh diều	308
9031	9031	lối bóng làng	305
9032	9032	sương đường làng phố	506
9033	9033	cánh thuyền bến cò chiều sóng	1888
9034	9034	mưa áo	1326
9035	9035	dáng trăng chùa tiếng	2057
9036	9036	bến hoàng_hôn vàng	1910
9037	9037	mái cau màu hè vườn đời	1510
9038	9038	bóng đời trăng sóng	1928
9039	9039	mái xuân mùa lá	2394
9040	9040	trăng đêm quê	1318
9041	9041	cát trăng	1544
9042	9042	sông bến đò	1467
9043	9043	màu phố hồn	2065
9044	9044	đê cõi cánh dáng cò quê	1624
9045	9045	hoa gió nắng	889
9046	9046	hoa trăng duyên	2303
9047	9047	bờ tre	1552
9048	9048	núi sông đò sóng	1126
9049	9049	hoa cánh đời	1516
9050	9050	sương trăng	826
9051	9051	lưng gió sông quê dòng	605
9052	9052	màu áo	1042
9053	9053	mây hoa cánh	1083
9054	9054	hương sóng	315
9055	9055	thuyền sông bến mưa chiều sóng	2038
9056	9056	trăng thơ	1508
9057	9057	bờ bến	1404
9058	9058	hạt chiều	1862
9059	9059	thềm mùa đông nắng	1295
9060	9060	thềm mưa	58
9061	9061	hoa vàng	1490
9062	9062	hoa xuân đời lá	462
9063	9063	hoa bờ sông bến lá	89
9064	9064	hồn đời quê	772
9065	9065	bến bóng nắng	412
9066	9066	trưa bến nắng	412
9067	9067	xuân chim vàng lá	1681
9068	9068	gió mây	270
9069	9069	vạt mây trăng hoàng_hôn chiều	460
9070	9070	gió tóc vương phố	1748
9071	9071	trăng tiếng vàng	987
9072	9072	mây nắng	689
9073	9073	bóng xuân	583
9074	9074	gió môi xuân	491
9075	9075	quê mưa trưa	1232
9076	9076	cánh mùa mưa	1957
9077	9077	cánh áo phượng tiếng	2001
9078	9078	núi mây	2051
9079	9079	lúa hương hạt trăng quê nắng mắt	269
9080	9080	hoa tóc áo	1636
9081	9081	biển hoàng_hôn chiều	2010
9082	9082	áo lối bờ sóng	27
9083	9083	sông đời bến phố	1805
9084	9084	sương hoa	1144
9085	9085	xuân đường quê đò đông	864
9086	9086	hồng đời đêm thơ diều chiều tiếng	2214
9087	9087	hoa mây chim	614
9088	9088	quê trăng	1995
9089	9089	vạt mưa chiều tiếng	1086
9090	9090	hoa lưng cánh cau áo cò tiếng	1753
9091	9091	núi đời trăng bóng sóng	1928
9092	9092	hương quê tiếng dòng	2076
9093	9093	đông mùa bến	1252
9094	9094	sân trăng thơ mưa	1845
9095	9095	bến mưa sóng	2032
9096	9096	vườn mùa tiếng vàng lá	2014
9097	9097	sắc ruộng nắng	1972
9098	9098	trăng bóng	239
9099	9099	hương mùa	2474
9100	9100	đê chân sóng	2133
9101	9101	hương đê cát sông	999
9102	9102	lưng màu quê	1554
9103	9103	tiếng vương dòng	1412
9104	9104	gió bờ sông tre tiếng dòng nắng	149
9105	9105	hoa chim	1063
9106	9106	phượng mùa nắng	751
9107	9107	áo mây đất_trời	2023
9108	9108	quê mưa tiếng quê_hương	964
9109	9109	đê gió bờ chân chiều	1324
9110	9110	hoa vườn mây ruộng quê mưa nắng	1902
9111	9111	sông quê nắng	764
9112	9112	hè chân quê	688
9113	9113	gió vai	1432
9114	9114	hương hè mưa nắng	1503
9115	9115	bến sông	981
9116	9116	mây trăng	837
9117	9117	hương đời	1205
9118	9118	duyên bến thuyền	78
9119	9119	bờ đời trăng dòng	217
9120	9120	lúa hương mùa	1099
9121	9121	cau tóc tre	1626
9122	9122	vàng trưa nắng	423
9123	9123	xuân cánh mùa vàng	1385
9124	9124	hồng lúa mây vàng dòng	936
9125	9125	ruộng bờ môi nắng	2460
9126	9126	gió nắng	448
9127	9127	hè đời tiếng quê_hương trưa	1060
9128	9128	tóc áo chiều vai nắng	2258
9129	9129	mây bờ trăng duyên môi	5
9130	9130	hương sóng	15
9131	9131	gió môi vàng	1955
9132	9132	môi diều	2490
9133	9133	thềm mưa	1812
9134	9134	hoa xuân quê	1076
9135	9135	hương tiếng dòng	2076
9136	9136	hồng thơ	1651
9137	9137	hoa màu phố nắng	2110
9138	9138	bờ sông tiếng vàng	563
9139	9139	sân trăng	2523
9140	9140	mây chim tiếng lá mắt	1325
9141	9141	rừng gió xuân mắt	341
9142	9142	gió cát hồn	1899
9143	9143	đêm quê	1066
9144	9144	gió cát bờ sóng	2422
9145	9145	rừng gió tiếng	1789
9146	9146	cánh sông diều chiều nắng	1138
9147	9147	gió mây trăng hoàng_hôn vầng nắng	1618
9148	9148	vàng trăng	1342
9149	9149	phượng hè tiếng	660
9150	9150	gió tóc dáng sông đường quê chiều sóng	630
9151	9151	hương xuân môi mắt	1234
9152	9152	sông bến đò cỏ lá	420
9153	9153	tiếng đêm	1646
9154	9154	sắc xuân gió sương cỏ	2179
9155	9155	gió hè bờ sông tre tiếng dòng	149
9156	9156	cát thuyền áo biển chiều	984
9157	9157	cánh vườn trăng quê diều	132
9158	9158	trăng đêm	1130
9159	9159	duyên quê mưa chiều	10
9160	9160	hương thơ	1258
9161	9161	thuyền sông đời sóng dòng	1821
9162	9162	hương hoa vườn mùa cỏ	411
9163	9163	gió quê mùa nắng	586
9164	9164	chiều lối đường	1136
9165	9165	cát màu bờ biển	954
9166	9166	hương gió vương nắng	2067
9167	9167	đê thuyền sông nắng	141
9168	9168	chiều biển sóng nắng	1715
9169	9169	sông dòng quê_hương trưa mắt	1004
9170	9170	lối hoa	422
9171	9171	hương hoa chiều đất_trời	2004
9172	9172	ruộng hạt đời hoa	144
9173	9173	vàng mùa nắng mắt	666
9174	9174	thềm tóc sương trăng mắt	1100
9175	9175	gió tiếng biển sóng	406
9176	9176	hoàng_hôn nắng	1648
9177	9177	xuân nắng	1976
9178	9178	lưng hè đường trưa nắng	687
9179	9179	xuân áo bóng mùa vàng phố mắt	2077
